weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
27,0.12325,0.2155667,0.217,0.1133429,78.8057142857,16.4785714286,27.9285714286,6.82857142857,32.2,23.9,19.5,42
28,0.1396,0.22405,0.1846714,0.1805857,77.3028571429,16.5028571429,28.1714285714,6.01428571429,32.2,23.9,28.7,49
29,0.0424,0.1201667,0.1943429,0.1907429,77.1028571429,16.8828571429,28.2571428571,6.52857142857,32.8,23.9,9.8,55
30,0.183,0.2658,0.1967286,0.1939,75.4357142857,16.58,28.5142857143,7.22857142857,33.3,24.4,1.0,80
31,,0.1311,0.1752143,0.1122143,77.7957142857,16.7085714286,28.2571428571,6.98571428571,33.3,23.9,48.5,84
32,0.04465,-0.0402,0.05686667,0.02865,78.5842857143,16.8314285714,28.3857142857,7.78571428571,33.3,23.9,3.6,72
33,0.06666667,-0.0157,0.1766167,0.22135,76.4371428571,16.8642857143,28.5142857143,6.77142857143,33.3,24.4,20.4,89
34,0.1564,0.130825,0.1920571,0.1767286,76.92,17.3385714286,28.5714285714,6.7,32.8,24.4,4.3,115
35,0.02185,0.14525,0.2137857,0.2040857,78.4828571429,17.7057142857,29.4285714286,6.88571428571,33.9,25.6,11.0,179
36,0.04585,0.076225,0.2916857,0.2479714,79.1385714286,17.5214285714,29.2857142857,6.35714285714,33.3,24.4,14.4,202
37,,,0.0955,0.192925,78.75,17.3057142857,28.5571428571,6.9,34.4,23.9,50.8,272
38,,,,,79.3142857143,17.3542857143,28.3714285714,6.18571428571,32.2,24.4,34.3,302
39,,,,,80.3728571429,17.2485714286,28.0142857143,6.7,33.9,23.3,31.5,395
40,,,,,74.1171428571,16.7442857143,28.7142857143,6.9,34.4,24.4,8.2,426
41,,,,,78.2257142857,16.9,28.3285714286,7.65714285714,35.0,23.9,39.2,461
42,,,,,76.3485714286,17.1242857143,28.5714285714,7.44285714286,35.0,23.9,5.4,381
43,,,,,85.4171428571,17.6414285714,27.6714285714,7.27142857143,32.8,23.3,39.2,333
44,,,,,78.6857142857,17.2642857143,28.1571428571,6.84285714286,32.2,24.4,1.9,353
45,,,,,80.0957142857,16.9842857143,27.3142857143,6.92857142857,31.7,22.2,54.5,410
46,,,,,83.5842857143,17.6442857143,27.2857142857,7.31428571429,32.8,22.2,47.5,364
47,,,,,83.5028571429,17.8485714286,27.8571428571,7.6,33.9,23.3,49.3,359
48,,,,,78.56,16.1785714286,26.8857142857,7.57142857143,31.7,21.1,35.9,288
49,,,,,85.57,16.58,26.3714285714,6.18571428571,30.0,22.2,58.2,221
50,,,,,75.4557142857,15.3271428571,26.5857142857,7.47142857143,31.7,21.7,7.4,149
51,,,,,76.9142857143,15.5957142857,26.6428571429,8.18571428571,31.7,22.2,12.9,112
52,0.2438,0.045,0.2152556,0.1947778,82.8671428571,17.0671428571,27.3142857143,8.74285714286,32.8,22.2,9.2,154
1,0.223075,0.2193333,0.2886167,0.2587429,75.8385714286,14.25,25.7,7.68571428571,31.7,20.0,40.4,91
2,,0.1416333,0.1755714,0.1716143,74.0471428571,14.6985714286,25.7714285714,7.68571428571,30.0,21.7,10.5,72
3,-0.1193,-0.0359,0.2122571,0.2293714,79.5528571429,14.2814285714,24.7571428571,7.11428571429,28.9,20.0,29.0,56
4,0.05175,0.1268,0.1772286,0.1340714,78.33,14.9471428571,26.1285714286,9.04285714286,32.8,20.6,9.9,46
5,,0.1449,0.21726,0.2099429,81.4042857143,15.2742857143,25.5,7.28571428571,31.7,21.1,26.9,37
6,0.03233333,0.059325,0.1748857,0.1713857,74.6557142857,14.46,26.0857142857,9.61428571429,32.8,20.0,0.0,26
7,0.0614,,0.1753143,0.2123286,77.0214285714,15.2271428571,26.6285714286,8.65714285714,32.2,20.6,2.8,17
8,0.0935,0.06486667,0.1020143,0.1254143,76.6342857143,14.53,25.9285714286,7.28571428571,31.7,21.7,29.5,17
9,0.07355,0.06865,0.12292,0.10996,79.8171428571,14.8528571429,25.2428571429,8.4,30.6,20.0,51.7,20
10,0.14535,0.079575,0.1823429,0.1864857,82.0528571429,15.1914285714,25.5,7.05714285714,30.0,21.1,16.9,11
11,0.0739,0.1150667,0.1452,0.1547429,77.02,14.3042857143,25.2571428571,6.75714285714,31.7,21.1,16.5,7
12,0.031,0.23165,0.2074333,0.2497143,69.8614285714,12.4814285714,24.6285714286,8.41428571429,31.7,18.9,2.3,16
13,0.19862,0.259575,0.24515,0.3054571,67.3642857143,12.3314285714,25.2428571429,7.75714285714,30.0,20.0,4.1,14
14,,0.2494,0.2327857,0.2684143,73.4,14.1228571429,25.9714285714,8.95714285714,32.8,19.4,0.0,16
15,,0.03495,0.1719143,0.1489429,77.6057142857,15.7357142857,27.2857142857,7.78571428571,32.8,22.8,0.0,5
16,0.1017,0.1127,0.2601571,0.2366143,77.3214285714,15.01,26.6571428571,7.3,32.8,21.1,72.0,2
17,0.1281,0.150025,0.2205429,0.1873,71.9371428571,13.69,26.3285714286,6.65714285714,31.1,21.7,1.0,6
18,,0.1521,0.2145429,0.1579714,76.0728571429,15.6171428571,27.8428571429,9.14285714286,34.4,22.2,2.8,5
19,0.14345,0.1115,0.1990714,0.1708857,80.2614285714,16.8228571429,27.7714285714,7.3,34.4,22.8,29.7,4
20,0.0363,0.096525,0.1664333,0.1605714,80.8657142857,16.7885714286,26.9142857143,6.27142857143,31.1,21.7,101.6,3
21,0.0322,0.1621333,0.2318286,0.2402714,81.4471428571,17.4128571429,27.2285714286,7.34285714286,31.7,22.2,97.5,4
22,,0.2412,0.1024714,0.1095714,80.7271428571,17.4114285714,27.7,7.32857142857,33.3,23.3,9.1,16
23,0.15495,0.0278,0.2666143,0.2119,84.3457142857,17.2171428571,27.3,7.14285714286,31.1,22.8,35.5,8
24,0.08955,0.0797,0.1817143,0.1559857,79.1371428571,17.2957142857,27.7714285714,7.47142857143,32.8,22.8,43.5,7
25,0.22135,0.2174,0.2199714,0.1920429,81.34,18.0528571429,28.8428571429,7.37142857143,33.3,24.4,10.5,10
26,0.2319333,0.2115,0.2412286,0.2656857,79.38,18.2071428571,29.2142857143,6.34285714286,33.9,24.4,15.8,14
27,0.3093,0.2909,0.2370571,0.2420429,75.0657142857,17.5657142857,29.6571428571,7.82857142857,34.4,25.0,16.0,7
28,,0.17265,0.24245,0.2196714,81.96,18.0128571429,29.2857142857,7.6,34.4,24.4,21.4,9
29,0.1175,0.10775,0.1555714,0.1664857,81.09,18.3542857143,29.2285714286,7.3,33.9,25.0,30.6,11
30,,0.1898,0.0942,0.1322286,85.0885714286,18.7771428571,28.5571428571,6.57142857143,33.3,23.9,43.3,23
31,0.0632,0.09466667,0.1584857,0.2030286,84.3757142857,18.6728571429,28.7,6.75714285714,33.9,23.9,30.1,17
32,0.047,0.047,0.1991833,0.1653571,80.3971428571,18.0428571429,29.0,6.81428571429,33.9,23.3,27.3,19
33,0.08396667,0.0917,0.1771571,0.1886714,82.6257142857,18.8571428571,30.0714285714,6.94285714286,34.4,25.6,8.7,24
34,0.1131,0.0862,0.1374,0.1324714,83.4914285714,18.4042857143,28.4285714286,7.65714285714,33.3,23.3,66.0,17
35,0.0326,0.07256667,0.17236,0.1968143,82.2257142857,18.3971428571,29.1142857143,5.92857142857,32.2,24.4,12.8,28
36,0.1071,0.1836,0.18515,0.1699571,78.1457142857,18.5457142857,29.5714285714,7.91428571429,34.4,23.9,20.4,40
37,0.0568,0.0546,0.1436857,0.1392,82.9114285714,18.63,29.3714285714,7.44285714286,35.0,24.4,77.1,33
38,0.1186333,0.0846,0.1810167,0.2176167,83.3142857143,18.5285714286,29.5857142857,6.91428571429,35.6,25.0,71.2,31
39,0.1068,0.08366667,0.092,0.09934286,81.8542857143,18.2542857143,29.9571428571,7.28571428571,34.4,25.6,13.3,33
40,0.2808,0.2151,0.1463429,0.1295571,83.1357142857,18.1457142857,28.0571428571,6.77142857143,32.2,23.9,45.6,29
41,0.040825,0.0966,0.1316,0.1375429,84.2071428571,18.1385714286,28.3857142857,6.92857142857,32.2,24.4,19.1,30
42,0.033625,0.09466,0.09144286,0.1194429,80.6642857143,17.6214285714,27.8428571429,7.17142857143,33.9,23.3,39.1,36
43,,0.1326,0.1581857,0.1374429,83.2142857143,17.8471428571,27.4714285714,7.25714285714,32.2,23.3,53.6,48
44,0.2346,0.07825,0.2700714,0.2854286,80.8642857143,17.67,28.0428571429,7.64285714286,33.9,23.3,13.5,40
45,0.0174,0.02905,0.2089143,0.2354857,79.4042857143,16.6042857143,27.2285714286,6.87142857143,31.7,23.3,53.6,28
46,0.0406,0.07475,0.19625,0.1903429,77.6385714286,16.77,27.1571428571,7.18571428571,31.1,22.8,2.8,36
47,0.0334,0.1148667,0.2400143,0.2549,78.1414285714,16.5414285714,27.3142857143,7.31428571429,32.2,22.8,5.9,19
48,,0.076375,0.2411714,0.1688714,80.6771428571,17.2571428571,27.2,7.54285714286,33.3,22.8,13.5,34
49,0.1154,0.135,0.2653,0.2371143,76.3328571429,16.0657142857,27.0142857143,7.65714285714,31.1,22.2,14.9,23
50,-0.0139,0.01473333,0.1795,0.1348,79.9857142857,16.1057142857,26.6142857143,7.08571428571,30.6,22.2,20.9,17
51,,0.03596667,0.1808571,0.1116571,77.6371428571,15.3714285714,25.7142857143,5.85714285714,30.0,22.2,53.9,17
1,0.014,0.01086667,0.09192857,0.1204429,84.1357142857,15.8885714286,25.1857142857,4.84285714286,28.3,21.7,46.5,23
2,0.1514333,0.1262333,0.1842429,0.1828,79.3214285714,16.0157142857,26.2571428571,7.64285714286,31.1,21.7,24.6,14
3,0.0149,0.07636667,0.1466571,0.1969857,82.5157142857,15.9171428571,25.9714285714,6.88571428571,31.1,21.7,40.6,20
4,0.0958,0.1381,0.2194571,0.2229,80.4771428571,15.2085714286,25.5857142857,5.85714285714,28.9,22.2,47.7,13
5,0.0627,0.1475333,0.2058429,0.2097286,75.6928571429,13.65,24.7857142857,6.02857142857,28.3,20.0,32.0,23
6,0.02765,0.04075,0.1646,0.1686857,74.9614285714,14.0585714286,25.1571428571,6.81428571429,29.4,21.1,10.8,20
7,0.06895,0.13685,0.2188143,0.2143,79.6642857143,15.2385714286,25.3142857143,7.44285714286,31.1,21.1,25.5,16
8,,0.0583,0.1627857,0.1252143,77.7828571429,15.1257142857,25.9714285714,7.71428571429,31.7,21.1,22.1,16
9,0.076,0.108975,0.2699333,0.2227714,79.1985714286,15.1285714286,25.5571428571,7.21428571429,29.4,21.1,4.6,23
10,,0.11005,0.1926667,0.1776429,73.06,13.6957142857,25.5714285714,7.91428571429,30.6,20.6,3.3,14
11,0.03786667,0.0368,0.1764286,0.1658571,76.4828571429,14.9428571429,26.2428571429,7.2,31.1,21.7,12.7,15
12,0.07713333,0.1118,0.1855286,0.2112714,80.6471428571,15.2357142857,26.2,7.7,32.2,22.2,14.2,4
13,,-0.0457,0.1378857,0.1538429,73.4257142857,14.5285714286,26.4,9.02857142857,32.2,20.6,0.5,5
14,0.0448,0.024225,0.0851,0.1079429,79.02,14.7271428571,25.9285714286,6.9,31.1,21.7,21.6,5
15,0.0497,0.1488,0.1627286,0.1776429,79.7757142857,15.7514285714,26.2285714286,7.68571428571,32.2,21.7,80.5,11
16,0.08893333,0.12235,0.2162143,0.2278286,78.3114285714,15.1857142857,26.1285714286,6.72857142857,32.2,21.1,8.9,11
17,,0.1078,0.1786857,0.1805143,74.1714285714,14.7057142857,26.1285714286,6.4,30.0,22.2,8.2,7
18,0.3144667,0.1974,0.2231,0.2046286,76.3942857143,14.9385714286,26.0142857143,6.62857142857,30.0,22.2,25.6,4
19,-0.0464,-0.0384,0.0964,0.09445714,74.7928571429,14.3614285714,25.4428571429,6.32857142857,29.4,21.7,10.6,6
20,,0.07175,0.1463,0.1586429,82.84,15.7971428571,25.8428571429,5.54285714286,29.4,22.2,44.8,5
21,0.0339,0.0557,0.2153167,0.21815,82.78,16.8571428571,26.7285714286,6.34285714286,30.6,22.8,0.8,2
22,0.09985,0.1066,0.1409857,0.1087857,82.7514285714,17.66,28.1142857143,6.91428571429,33.3,23.3,9.4,4
23,0.0529,0.080075,0.1793143,0.1579,82.3685714286,17.3942857143,27.8142857143,7.02857142857,32.2,23.9,2.3,2
24,0.0986,0.0893,0.12375,0.13545,82.2357142857,16.8,26.9428571429,5.98571428571,31.1,23.3,40.9,4
25,0.07125,0.0646,0.1461,0.1561714,83.3228571429,16.81,26.4428571429,5.8,30.6,22.8,84.6,6
26,0.16555,0.1205,0.1861857,0.1705857,80.9071428571,17.4685714286,27.6857142857,5.92857142857,32.8,23.3,19.3,6
27,,0.07375,0.2217833,0.1834333,80.0614285714,17.2114285714,27.9428571429,6.37142857143,32.2,24.4,5.9,4
28,0.05763333,0.07825,0.1641167,0.1680333,81.8357142857,17.7642857143,28.0142857143,6.37142857143,32.8,23.3,43.5,6
29,0.1121,0.095425,0.1674286,0.1645429,84.3228571429,17.5385714286,27.2714285714,5.62857142857,31.1,23.9,53.6,11
30,0.0038,-0.0106,0.14715,0.1767833,79.1985714286,17.1457142857,27.5142857143,5.47142857143,31.1,23.9,9.9,16
31,0.09683333,0.115,0.1986143,0.2044429,81.91,17.39,27.1714285714,5.15714285714,30.0,23.9,79.3,9
32,,0.05435,0.1329714,0.1440857,85.01,17.81,27.6714285714,5.34285714286,30.6,24.4,31.9,12
33,0.0795,0.0291,0.14252,0.2317,80.9357142857,17.48,28.0142857143,6.12857142857,31.7,22.8,14.3,13
34,,0.09555,0.3094667,0.2312,84.3442857143,17.5228571429,26.7857142857,6.62857142857,31.1,22.8,80.6,27
35,0.01203333,0.07396667,0.2981857,0.3126,79.2728571429,17.4228571429,27.7571428571,6.21428571429,33.3,23.9,22.6,21
36,0.0364,0.03065,0.1729,0.1757857,81.54,18.4857142857,28.4857142857,5.87142857143,33.3,23.3,35.1,19
37,0.1043,0.1068,0.1678667,0.1728,81.9857142857,17.97,27.9428571429,6.51428571429,32.8,23.3,51.1,17
38,,0.02845,0.1504286,0.1078167,85.69,18.4071428571,27.0428571429,5.82857142857,31.7,22.8,305.9,24
39,0.04044,0.00445,0.1859,0.1818857,82.6385714286,18.5957142857,27.8714285714,6.35714285714,32.8,23.9,7.3,27
40,-0.0385,0.06813333,0.1651286,0.1952143,79.1771428571,17.5214285714,27.4142857143,5.88571428571,31.1,23.9,20.9,30
41,-0.0066,-0.0355,0.2071833,0.2196167,81.26,17.9414285714,27.2857142857,6.24285714286,31.7,23.3,17.6,29
42,,0.0609,0.2202286,0.2358,79.9571428571,17.4857142857,27.5714285714,6.64285714286,31.7,23.3,8.9,25
43,-0.0969,-0.0902,0.1490143,0.1663143,80.7342857143,18.23,29.0428571429,7.38571428571,33.9,24.4,6.6,35
44,0.00525,0.0158,0.1809429,0.1463571,81.13,17.1442857143,27.0428571429,6.1,31.1,21.7,28.9,33
45,-0.05675,-0.00865,0.1236143,0.1353,84.1114285714,17.7014285714,26.8428571429,6.28571428571,31.1,22.2,35.6,30
46,-0.03006667,0.0881,0.07505714,0.098,83.64,16.6771428571,26.1571428571,6.02857142857,30.0,22.2,25.0,29
47,,0.039525,0.06076667,0.0578,83.3971428571,16.8428571429,25.8714285714,5.6,29.4,22.2,88.3,31
48,,0.1038667,0.1649714,0.1447714,86.0714285714,17.1285714286,25.6142857143,4.58571428571,28.3,22.8,39.5,29
49,-0.1171,-0.01016667,0.2602714,0.2308429,75.2928571429,14.4585714286,25.0142857143,5.05714285714,28.3,21.7,19.6,22
50,,0.0495,0.1559143,0.176,73.2528571429,14.2457142857,24.8,6.57142857143,30.0,20.6,3.1,27
51,,0.1639,0.1702286,0.1818571,79.3728571429,14.3328571429,24.9571428571,4.7,28.9,21.1,25.4,24
52,0.0214,0.0214,0.156975,0.1470375,71.0628571429,13.1528571429,24.5142857143,5.78571428571,27.8,19.4,4.0,26
1,0.1526333,0.1094,0.2077429,0.1732857,75.6785714286,16.3771428571,26.6285714286,7.71428571429,31.7,21.7,0.5,29
2,,0.1839,0.2683714,0.1435857,80.3,14.9671428571,24.6714285714,5.64285714286,27.8,21.1,29.0,22
3,-0.1459,0.0338,0.2233714,0.2170857,74.94,14.2785714286,24.3857142857,6.65714285714,28.9,19.4,0.6,33
4,0.0495,0.07316667,0.1704714,0.1861429,80.0928571429,15.1742857143,24.9,6.42857142857,28.9,21.1,2.0,24
5,0.0451,0.04505,0.1107571,0.1018,82.3885714286,14.8985714286,24.6285714286,4.68571428571,28.3,21.1,58.9,30
6,0.04245,0.03413333,0.1372714,0.1156857,75.0757142857,14.0585714286,23.7,6.1,27.8,19.4,49.5,20
7,0.0455,0.1281,0.1796714,0.1705857,80.9471428571,15.0171428571,24.5714285714,5.7,27.8,21.1,25.4,17
8,0.0297,0.07732,0.1488286,0.1815429,76.7128571429,14.6142857143,24.6857142857,6.27142857143,28.3,21.1,22.9,24
9,,0.04896667,0.15534,0.1579,74.6314285714,13.9314285714,24.4714285714,5.54285714286,27.8,21.1,30.0,28
10,,,0.2277,0.2670143,74.2557142857,13.8857142857,24.5714285714,4.98571428571,27.8,21.1,15.5,18
11,,0.0864,0.1700714,0.1512429,75.3728571429,13.9771428571,24.3571428571,5.78571428571,27.8,21.1,13.8,13
12,0.1409,0.12525,0.2582143,0.2533286,76.9042857143,14.2228571429,24.7428571429,6.58571428571,28.9,21.1,15.2,9
13,0.11245,0.107,0.2076143,0.2154,74.1185714286,14.2271428571,25.3142857143,8.07142857143,31.1,20.6,1.5,14
14,,0.123,0.1983167,0.1916833,74.2057142857,14.2314285714,25.0857142857,7.45714285714,29.4,20.6,2.9,11
15,0.0602,0.069825,0.2164286,0.2027714,74.85,13.4928571429,25.3571428571,5.61428571429,31.1,21.7,0.6,11
16,0.033075,0.05155,0.2085429,0.2354857,71.5585714286,13.35,25.9,7.92857142857,31.7,20.0,0.8,19
17,0.0388,0.023,0.2024429,0.2222571,75.4171428571,15.5014285714,27.6714285714,9.61428571429,34.4,21.1,0.0,10
18,-0.0035,0.007333333,0.1991,0.1928833,76.9528571429,16.17,27.7714285714,8.27142857143,33.9,22.8,0.5,8
19,-0.0597,0.0331,0.1650857,0.1324571,75.8785714286,16.0785714286,27.9285714286,8.42857142857,33.9,23.3,0.3,8
20,0.1019,0.0747,0.1175167,0.1297857,78.5371428571,16.1442857143,27.5714285714,8.67142857143,32.8,22.2,12.6,9
21,0.0798,0.1065333,0.1590333,0.09873333,75.9828571429,15.9971428571,27.5857142857,7.08571428571,32.2,23.9,12.9,3
22,0.0235,0.05535,0.2090857,0.1450571,78.7114285714,16.66,27.3142857143,7.02857142857,31.7,22.8,30.5,7
23,0.0557,0.08895,0.1841571,0.1623571,83.4857142857,17.3685714286,27.2714285714,7.07142857143,32.8,22.2,31.3,14
24,0.1197,0.0904,0.1477167,0.1914143,79.7457142857,17.62,28.6,7.0,32.8,23.9,0.3,4
25,0.0108,0.05426667,0.1710429,0.2157,79.3642857143,17.8471428571,29.0142857143,7.51428571429,33.9,23.9,0.5,9
26,0.0749,0.07762,0.1302143,0.1368,80.2457142857,17.7328571429,28.6571428571,6.68571428571,32.8,23.9,18.6,14
27,0.1012,0.09026667,0.1940286,0.1983714,78.6385714286,17.6357142857,28.4142857143,6.42857142857,32.2,24.4,4.1,7
28,0.0883,0.07483333,0.1354571,0.1118571,78.62,17.8457142857,29.0142857143,7.54285714286,33.9,23.9,8.7,9
29,-0.0562,0.0112,0.1573143,0.1659714,80.9171428571,17.9485714286,28.6142857143,6.74285714286,32.8,24.4,40.9,3
30,-0.1562,,0.1646429,0.1496857,82.1328571429,18.0457142857,27.9,6.28571428571,31.7,23.3,51.2,3
31,0.1393,0.07825,0.2511714,0.1919429,79.4542857143,17.6171428571,27.8285714286,6.6,31.7,22.8,16.3,14
32,0.0981,0.0981,0.1404571,0.1142286,81.1042857143,18.18,28.6428571429,5.94285714286,32.2,25.0,5.2,12
33,0.008933333,0.046675,0.1411,0.1585714,82.3928571429,17.9885714286,28.2857142857,6.61428571429,32.8,23.9,53.4,10
34,,0.11135,0.1741857,0.1446,83.28,18.0914285714,28.4142857143,6.51428571429,32.2,24.4,52.3,21
35,0.06065,0.08936667,0.1869714,0.2091857,81.1428571429,18.1828571429,27.9857142857,6.44285714286,32.2,22.8,50.0,26
36,0.1072,0.1159667,0.2084,0.1735571,82.22,18.3085714286,28.7285714286,6.58571428571,32.8,25.0,17.0,47
37,0.03495,0.0815,0.1973143,0.1827714,83.1642857143,19.0442857143,28.9571428571,6.12857142857,32.8,24.4,15.8,42
38,-0.049,0.01545,0.1992286,0.1866286,81.8085714286,18.8285714286,28.9,6.67142857143,34.4,25.0,18.1,31
39,0.12258,0.09823333,0.1432143,0.1434143,78.78,17.8285714286,28.4,6.74285714286,32.2,23.9,25.4,34
40,0.1123,0.1054,0.2000571,0.1438857,84.4371428571,18.8142857143,27.5857142857,6.75714285714,32.2,21.7,31.2,33
41,0.0019,0.095825,0.09027143,0.0999,80.0842857143,18.31,28.5,7.3,33.3,23.3,44.4,52
42,-0.01515,0.0831,0.2018667,0.2107333,83.5757142857,17.9271428571,27.3571428571,6.42857142857,31.1,22.8,6.3,56
43,,0.1966,0.3152429,0.2916429,82.2342857143,17.8185714286,27.7,5.88571428571,32.8,23.9,8.7,70
44,,0.1695,0.2978143,0.2102,77.5328571429,17.5514285714,28.3857142857,5.81428571429,32.8,24.4,0.0,112
45,0.07745,,0.1989571,0.1767429,77.3071428571,17.0957142857,27.7428571429,6.11428571429,31.1,23.9,27.1,70
46,0.0695,0.12345,0.1481429,0.1022714,77.1628571429,16.7642857143,27.3428571429,7.4,32.8,22.8,34.6,47
47,,-0.1026,0.2017857,0.1477857,82.7657142857,17.7385714286,27.3285714286,6.0,31.1,23.9,6.1,48
48,0.2192,0.1606,0.1749286,0.2117571,82.27,17.7714285714,27.2571428571,5.67142857143,30.6,23.9,81.8,49
49,0.0568,0.0661,0.3493143,0.3120714,79.3957142857,17.0014285714,26.6714285714,6.61428571429,31.7,23.3,39.9,66
50,,-0.0448,0.2314143,0.2354714,74.2814285714,16.53,26.7571428571,8.25714285714,32.2,21.7,0.0,56
51,,0.0001,0.2579571,0.2339,74.7957142857,16.1457142857,26.5714285714,7.3,32.2,22.2,1.5,61
52,0.0663,0.075925,0.2132111,0.2257889,79.47,16.7042857143,26.7142857143,7.57142857143,31.7,22.2,17.3,67
1,0.0455,0.0478,0.1239857,0.08344286,,,,,,,,64
2,0.05076667,0.0341,0.2233714,0.1341571,79.6314285714,16.3628571429,26.3571428571,6.14285714286,31.7,22.8,33.3,68
3,-0.01615,-0.008225,0.2047143,0.1985714,84.6942857143,16.2085714286,24.8857142857,5.85714285714,29.4,20.6,152.4,49
4,0.1797,0.03345,0.2514571,0.1921,78.1828571429,15.8814285714,25.6142857143,6.48571428571,29.4,21.1,4.8,50
5,0.13155,0.045825,0.1461143,0.1313571,76.2614285714,15.5614285714,26.5428571429,7.25714285714,31.1,22.2,1.3,56
6,-0.0479,-0.0525,0.1274857,0.09734286,75.7771428571,15.3614285714,26.5857142857,8.11428571429,31.7,21.1,0.0,75
7,0.11825,0.0559,0.1819,0.1763143,81.6128571429,17.0885714286,27.2571428571,6.9,32.2,22.8,79.2,63
8,,0.0754,0.2395714,0.2387,70.7014285714,13.5128571429,24.4142857143,6.08571428571,28.9,20.0,8.7,62
9,0.1545,0.0849,0.24338,0.1549833,75.0157142857,15.4771428571,26.2714285714,7.94285714286,31.1,21.1,6.4,41
10,0.06366667,0.09633333,0.1728429,0.1622143,77.9242857143,14.9357142857,25.6142857143,7.25714285714,32.2,21.1,7.0,50
11,,0.0797,0.1391714,0.1625286,80.7785714286,16.0814285714,25.8142857143,6.9,32.2,21.1,15.1,34
12,0.0604,0.08823333,0.2129286,0.2124143,72.6428571429,14.3671428571,24.8857142857,7.01428571429,28.9,20.6,27.7,31
13,,0.0731,0.1881667,0.1685,76.6757142857,15.48,26.2285714286,6.9,31.1,22.2,16.5,38
14,0.0672,0.02766667,0.1485333,0.1277429,81.4057142857,15.9985714286,25.7142857143,6.2,31.7,21.7,15.5,30
15,0.048,0.0652,0.09894286,0.1027714,80.19,15.6357142857,26.0285714286,6.35714285714,31.7,21.7,10.7,32
16,0.0308,0.076,0.1139714,0.1258571,81.1457142857,16.4028571429,26.9285714286,6.11428571429,33.9,22.2,7.9,26
17,0.0671,0.09136667,0.1444857,0.1479571,77.7128571429,15.0142857143,25.6,5.85714285714,29.4,21.7,73.4,30
18,0.1063,0.0461,0.2191857,0.2073286,80.0728571429,17.2314285714,26.8714285714,6.9,31.1,22.8,16.3,36
19,,0.09693333,0.1582429,0.1198143,77.3314285714,16.2214285714,26.7857142857,6.2,31.1,22.2,6.9,35
20,,0.04255,0.1317833,0.1003,78.4014285714,16.5028571429,27.1428571429,7.01428571429,33.9,22.2,7.1,46
21,-0.003,0.033625,0.1648667,0.1742,84.0714285714,18.6142857143,27.9142857143,6.97142857143,34.4,23.3,59.1,48
22,0.0484,0.0372,0.1550833,0.1645167,84.6357142857,18.5114285714,27.9714285714,5.65714285714,31.1,24.4,13.8,44
23,-0.0427,0.07076667,0.1536,0.1221429,82.46,17.7657142857,27.8571428571,6.2,32.2,23.9,10.5,51
24,0.12125,0.12125,0.2368143,0.2751714,82.3057142857,18.9914285714,28.4285714286,6.98571428571,32.8,23.9,38.6,59
25,0.0725,0.0509,0.2078286,0.1756286,78.53,17.8542857143,28.1,6.52857142857,32.8,23.9,23.4,71
26,0.03745,0.0167,0.1447,0.1523571,84.0257142857,18.47,28.2142857143,6.74285714286,32.2,23.9,20.6,102
27,0.0715,0.096075,0.1718429,0.1558857,80.0857142857,18.2785714286,28.6142857143,5.85714285714,32.2,25.0,0.0,128
28,-0.03095,0.0628,0.1886286,0.1695286,81.29,18.3914285714,28.3857142857,6.74285714286,32.8,22.8,11.7,127
29,0.0289,0.04713333,0.08254286,0.06893333,78.99,17.7157142857,28.3857142857,7.07142857143,33.3,23.9,62.5,150
30,0.0554,0.1065,0.1776429,0.1602571,82.2128571429,17.9457142857,27.5571428571,6.68571428571,31.7,23.9,81.9,191
31,0.14065,0.127,0.26975,0.2465286,83.7428571429,18.5471428571,28.2714285714,5.72857142857,31.7,23.9,20.5,256
32,0.02866667,0.057625,0.1758571,0.1526857,81.2171428571,18.6314285714,28.4571428571,6.18571428571,32.2,24.4,6.2,329
33,0.05346667,0.0935,0.1854333,0.1739,82.8,19.0157142857,29.0714285714,6.34285714286,32.8,24.4,3.8,263
34,0.1072,0.0567,0.1809667,0.1720333,84.2028571429,19.01,29.2142857143,6.41428571429,32.8,25.0,20.4,220
35,0.0307,0.07575,0.1548167,0.1902571,83.45,19.0271428571,28.0428571429,6.82857142857,33.9,23.3,146.4,204
36,0.0388,0.05403333,0.1585429,0.1456429,82.1928571429,18.9085714286,28.7571428571,7.12857142857,33.9,22.8,27.4,181
37,0.07465,0.05796667,0.1518857,0.122,84.0028571429,18.7242857143,28.3285714286,6.84285714286,32.2,24.4,61.3,99
38,,0.0401,0.1554833,0.14148,82.3328571429,18.8471428571,28.7285714286,6.98571428571,34.4,24.4,39.7,54
39,0.05085,0.04685,0.2315857,0.2066857,83.3314285714,18.5814285714,27.7714285714,6.22857142857,32.2,24.4,123.6,80
40,-0.0022,0.0382,0.1618857,0.1683143,78.7828571429,18.0614285714,27.9142857143,6.28571428571,32.8,23.9,24.7,102
41,,-0.019,0.1630571,0.1492,79.9985714286,18.4185714286,28.2571428571,5.5,31.7,24.4,25.0,127
42,,0.08155,0.1864143,0.1386857,78.0985714286,18.0914285714,27.7571428571,6.31428571429,31.7,23.3,15.5,73
