weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
44,0.2953286,0.2312286,0.2604,0.3197714,87.87,17.5371428571,27.4,10.0,35.8,21.3,89.9,6
45,0.4148857,0.3245571,0.2727429,0.3656714,84.8271428571,17.8057142857,28.35,12.35,34.9,21.8,101.4,22
46,0.3466857,0.3154143,0.2708571,0.3742,96.3542857143,18.1214285714,27.2,8.9,33.7,22.4,184.2,37
47,0.2278714,0.1945,0.1909143,0.2095571,84.6114285714,17.7385714286,28.25,11.0,35.8,22.5,107.4,33
48,0.2153167,0.1672857,0.2026286,0.2191286,95.2514285714,18.7142857143,28.0,10.36,35.3,22.6,77.0,18
49,0.2019429,0.1593667,0.1590429,0.2410857,87.13,18.11,27.9,11.0,34.1,22.4,64.0,83
50,0.3234286,0.3095143,0.2758286,0.3359,93.9385714286,18.2071428571,,,,,9.9,116
51,0.2611429,0.2033143,0.2437429,0.2363571,88.78,18.04,28.375,9.65,34.0,22.6,128.3,32
52,0.3648625,0.3266,0.4031125,0.3162,93.2528571429,18.8557142857,27.8,8.5,33.3,22.6,100.8,7
53,,,,,,,,,,,,9
1,0.3148429,0.1866286,0.3033,0.2704,93.0057142857,18.37,28.5,9.1,33.2,23.0,74.9,10
2,0.3044143,0.3612571,0.3126,0.3156286,95.53,18.4085714286,28.4,10.4,34.2,22.5,232.1,5
3,0.3459333,0.3118,0.291,0.3379714,83.3,18.2585714286,28.8666666667,11.1666666667,35.5,22.5,194.0,8
4,0.3643667,0.2779143,0.2925571,0.2806857,87.3128571429,18.6457142857,28.8666666667,12.0666666667,35.1,22.1,0.0,7
5,0.1582286,0.16725,0.1518143,0.1266,89.4271428571,18.6357142857,28.525,10.725,35.4,22.2,3.8,8
6,0.2151857,0.1728143,0.2623,0.2283571,95.9771428571,17.5757142857,27.4666666667,8.73333333333,32.8,21.4,70.4,11
7,0.1995,0.2024571,0.2189,0.1806857,95.7485714286,18.9471428571,27.5,9.5,32.3,22.3,350.9,6
8,0.2011,0.2081429,0.2812143,0.2109,91.5771428571,18.2014285714,28.65,10.9,35.2,22.4,84.1,7
9,0.2937167,0.2696167,0.2308,0.2771,94.4014285714,18.7314285714,28.2666666667,9.2,33.8,23.3,19.0,7
10,0.1558429,0.1370833,0.2418714,0.1464286,97.6871428571,19.2742857143,26.8,6.7,34.8,23.4,8.6,14
11,0.2515167,0.1817667,0.1545286,0.2099571,92.2671428571,17.3985714286,28.7,9.85,33.8,22.5,146.1,7
12,0.2150714,0.2127,0.1209286,0.2354286,89.82,17.82,27.72,8.96,33.4,22.5,108.8,9
13,0.3816857,0.3683143,0.3837714,0.3666571,93.8014285714,17.6242857143,28.25,10.85,34.3,20.8,73.9,13
14,0.3091143,0.2173571,0.3001,0.2446571,92.4171428571,17.8928571429,28.1,10.85,33.8,21.6,71.1,16
15,0.1869333,0.1447571,0.1957429,0.1824286,97.3228571429,18.8857142857,27.65,9.35,32.9,22.5,3.6,7
16,0.2082833,0.1649167,0.2776667,0.1962667,97.3814285714,18.5971428571,28.85,10.05,34.0,22.7,105.6,9
17,0.2141,0.2315333,0.1616857,0.2017714,97.1628571429,19.1528571429,28.6,9.1,33.8,23.7,14.5,2
18,0.1465333,0.1345833,0.1343143,0.1880571,95.9371428571,18.1814285714,25.8,7.5,33.5,21.0,13.0,13
19,0.2484333,0.2341,0.2020667,0.1930667,88.2942857143,17.94,27.9,11.6,34.6,21.0,28.0,8
20,0.2700857,0.1737571,0.2104571,0.2297429,93.9185714286,17.9571428571,,,33.2,23.6,95.9,3
21,0.3118143,0.3585429,0.2806571,0.2474571,84.6585714286,17.4071428571,27.4,8.7,33.6,22.4,37.9,5
22,0.3782857,0.3693714,0.3631857,0.3612429,86.7014285714,17.2,,,33.9,20.9,78.9,4
23,0.1395143,0.1401,0.14235,0.1185429,94.5928571429,17.7885714286,27.1,9.16666666667,32.4,22.0,19.5,8
24,0.2890857,0.2256429,0.2247143,0.2651286,89.1942857143,16.8242857143,27.6666666667,9.83333333333,33.3,22.0,73.7,2
25,0.2915571,0.2460714,0.3518571,0.2604571,84.4671428571,16.1685714286,27.35,9.55,32.8,22.4,89.2,3
26,0.2747143,0.1780143,0.2843143,0.2271714,88.3871428571,15.8771428571,26.8333333333,8.76666666667,33.7,20.8,92.0,5
27,0.2008,0.2010667,0.1622667,0.2214,84.6928571429,16.0385714286,27.8,10.7,34.5,21.6,40.9,7
28,0.3869286,0.3350571,0.3298429,0.4413429,77.3728571429,13.9285714286,27.8,11.1333333333,34.2,17.6,167.1,3
29,0.1680286,0.1343286,0.1865571,0.1472571,75.6971428571,14.1914285714,26.55,12.7,33.8,18.2,0.0,5
30,0.3474857,0.2537,0.2769571,0.3653143,84.2385714286,15.26,21.4,5.7,32.3,18.5,71.1,6
31,0.3286857,0.3132571,0.2262143,0.2740143,75.5714285714,14.6085714286,26.25,10.6,32.3,19.2,0.0,5
32,0.2826429,0.2270286,0.2825571,0.239,74.8557142857,15.15,27.325,11.85,33.5,19.8,36.6,5
33,0.2669857,0.2939286,0.336,0.2924857,64.6585714286,13.59,,,32.8,17.3,69.6,4
34,0.3288,0.2715571,0.2723,0.3005,83.8542857143,16.44,27.75,13.1,35.0,20.3,127.0,0
35,0.4568333,0.3595833,0.35945,0.3801167,79.6471428571,15.4285714286,26.8,10.25,35.2,21.4,37.0,0
36,0.3354286,0.2007143,0.3228857,0.3091429,71.9714285714,15.5185714286,,,,21.8,44.0,0
37,0.2394286,0.2148714,0.2390429,0.2276,83.73,17.2228571429,,,,,1.3,0
38,0.1845667,0.1952571,0.1543857,0.2124833,76.5957142857,15.06,25.7666666667,12.2333333333,34.3,16.9,38.1,0
39,0.4054167,0.4287714,0.3706,0.4210857,67.2128571429,15.3314285714,28.65,13.5,37.1,20.7,,2
40,0.3321571,0.3463667,0.2586143,0.3210429,74.9528571429,15.4357142857,28.8,14.9,36.3,21.0,80.8,4
41,0.3734286,0.2774833,0.3742286,0.3522714,75.5085714286,15.9157142857,28.5,11.8,37.0,22.3,233.2,4
42,0.3072571,0.2782143,0.3548286,0.2869571,81.6914285714,17.4171428571,29.1,12.7,36.5,21.7,64.0,3
43,0.3635571,0.3000429,0.2898286,0.3261429,89.1428571429,17.3642857143,28.3,10.95,34.3,21.3,235.2,3
44,0.1875714,0.2133714,0.1718571,0.1789571,87.2314285714,18.55,28.2333333333,10.3,34.3,21.8,102.1,5
45,0.3938,0.2986286,0.4019857,0.4103714,89.31,17.9742857143,,,34.6,22.3,8.9,6
46,0.4424286,0.3481714,0.3430714,0.4731429,93.1771428571,18.5828571429,27.6,10.15,34.5,21.5,139.5,14
47,0.2825714,0.2206,0.2882143,0.2400857,90.3485714286,19.1942857143,28.5,11.0,35.0,21.8,5.1,3
48,0.3178143,0.3027,0.3369429,0.4171286,86.4085714286,18.3042857143,28.2666666667,11.4,34.3,21.7,77.9,7
49,0.3585857,0.2194857,0.2579143,0.2992714,87.7214285714,18.3642857143,28.1,12.5,34.8,21.5,54.1,11
50,0.1984429,0.1941,0.1930143,0.247,92.9571428571,18.9457142857,28.1,11.55,34.0,22.3,6.0,2
51,0.180575,0.1413333,0.2552833,0.1383714,95.6742857143,18.9157142857,28.3,9.9,33.6,22.9,81.1,6
52,0.3546,0.21995,0.3225167,0.2563333,93.8214285714,18.5842857143,27.45,9.7,32.7,22.4,273.5,8
1,0.1995143,0.2393429,0.2276571,0.2155,73.1614285714,14.5242857143,,,34.5,19.7,70.1,25
2,0.2284,0.2020714,0.19475,0.23035,88.3357142857,18.1657142857,27.78,11.0,34.5,21.4,60.1,21
3,0.1743,0.1336429,0.1117571,0.1944286,89.9557142857,17.9414285714,,,33.8,21.5,54.8,10
4,0.1517667,0.1377,0.1478,0.1607833,93.1142857143,17.3642857143,27.3,8.95,33.5,22.3,250.9,28
5,0.3791143,0.3053286,0.3459714,0.3715714,97.32,18.2642857143,,,33.7,21.5,118.9,39
6,0.2568143,0.13605,0.1978286,0.2583143,95.8271428571,18.4428571429,28.0,8.8,32.6,23.6,101.1,20
7,0.3827,0.2506,0.2436571,0.2856,91.0985714286,16.9271428571,28.6,8.9,33.8,24.2,0.0,24
8,0.2621143,0.1248,0.2153571,0.1447857,86.0314285714,17.6057142857,28.24,10.64,34.3,21.3,0.3,28
9,0.1786667,0.1959333,0.1412667,0.1282833,92.6057142857,18.4014285714,27.4333333333,9.56666666667,32.9,21.9,26.9,26
10,0.4246286,0.4113,0.3731857,0.3158571,96.36,18.9028571429,28.0,9.55,33.3,21.9,93.0,8
11,0.1924286,0.1158857,0.1940571,0.1712714,93.3471428571,18.2,27.975,9.2,33.7,22.4,16.0,9
12,0.2885667,0.17954,0.2972714,0.2236429,93.7871428571,17.9114285714,27.4,8.7,32.3,23.0,97.0,12
13,0.24505,0.18885,0.2235333,0.1816667,95.0242857143,18.7342857143,28.3,10.0,33.7,22.0,53.9,18
14,0.2416714,0.2054,0.1560143,0.2833143,91.8114285714,17.61,27.9333333333,10.2666666667,33.7,22.6,178.1,9
15,0.3011286,0.2650571,0.2553143,0.2626857,95.51,18.7142857143,28.3,10.3,33.9,21.4,49.0,9
16,0.3309,0.2654714,0.3195571,0.2849429,92.1114285714,18.0828571429,27.4,8.35,32.8,22.5,11.9,6
17,0.2055714,0.23605,0.1919143,0.1393714,90.8642857143,16.5585714286,27.0,8.46666666667,33.5,19.5,34.0,6
18,0.1516,0.0846,0.1763143,0.1137286,93.6357142857,17.9628571429,27.85,9.1,33.3,22.5,115.0,8
19,0.2866571,0.1871571,0.2665143,0.2874571,96.0985714286,16.9771428571,24.3,5.2,32.3,21.7,270.9,5
20,0.3392857,0.3482857,0.3158286,0.3745714,72.0342857143,12.1114285714,25.2,11.7,31.7,19.4,2.0,7
21,0.2065143,0.1171429,0.1692714,0.1700714,80.3857142857,15.46,27.4666666667,10.4333333333,34.0,21.7,83.0,6
22,0.09837143,0.1010667,0.1863143,0.09775,92.5057142857,16.0257142857,25.6,8.93333333333,31.9,19.3,150.2,5
23,0.3404429,0.1908571,0.3513429,0.2586143,93.4757142857,17.1957142857,26.2,8.6,33.0,21.5,105.2,3
24,0.1732714,0.185,0.1369286,0.1680429,87.2142857143,16.2585714286,28.1,12.7,34.4,21.4,79.5,1
25,0.22138,0.22336,0.3714167,0.22146,88.4714285714,15.8014285714,26.6,10.35,32.5,20.4,74.9,0
26,0.3118571,0.2039333,0.3360286,0.3046286,83.4671428571,15.02,27.2,10.3,33.4,19.8,21.9,1
27,0.3201714,0.2081,0.2921143,0.2326857,90.4328571429,16.0057142857,26.7,9.4,33.0,21.7,110.6,2
28,0.3499857,0.2920429,0.2884571,0.2949167,77.2714285714,14.4171428571,26.25,10.4,33.1,20.6,0.5,3
29,0.3602857,0.341,0.3629571,0.3211286,85.14,15.7885714286,27.4,12.125,34.1,19.9,47.0,2
30,0.3186857,0.3523429,0.3766429,0.2859,79.7428571429,14.88,26.6,11.04,32.6,18.5,11.4,2
31,0.2016857,0.1625571,0.2003286,0.2015571,88.7071428571,16.7071428571,27.225,11.625,34.2,19.7,4.0,2
32,0.4397857,0.3675857,0.3333143,0.3809857,79.2428571429,14.6314285714,27.6,12.2,33.9,19.4,26.6,2
33,0.2908,0.238675,0.2856571,0.3337,84.62,17.0657142857,27.6666666667,10.4333333333,33.3,20.9,75.5,2
34,0.2736429,0.2089429,0.2408857,0.2427571,83.0471428571,16.6914285714,27.3,10.3,34.9,20.9,71.1,4
35,0.3097833,0.3501286,0.2846833,0.3948167,85.3728571429,16.7771428571,26.5,10.0333333333,33.2,20.3,176.0,0
36,0.2277857,0.2833143,0.2443714,0.2834143,75.53,15.4571428571,27.42,12.0,34.1,20.6,15.3,6
37,0.28004,0.2367167,0.2361833,0.25855,77.2542857143,14.6428571429,28.35,11.85,35.0,17.8,0.5,3
38,0.3807286,0.3783667,0.3023,0.3075714,77.5142857143,15.91,27.9333333333,10.9333333333,34.8,21.4,93.9,2
39,0.4655,0.2415429,0.4734,0.4934429,82.8457142857,17.2542857143,28.5666666667,12.4,35.2,22.0,63.0,6
40,0.35495,0.2479333,0.3508143,0.3139167,80.49,16.7385714286,28.7,14.5,35.9,21.1,68.9,2
41,0.1556167,0.19152,0.2151857,0.1546143,86.8528571429,18.4471428571,28.06,10.1,33.7,22.1,162.6,7
42,0.3215,0.2769,0.2100857,0.3337571,90.3785714286,19.5957142857,28.6,10.1,35.4,22.8,8.1,4
43,0.4882286,0.3681429,0.4377429,0.3788286,89.7,18.3114285714,27.56,10.42,33.8,19.8,143.3,6
44,0.3603286,0.2740143,0.3477143,0.3247857,82.9342857143,18.63,28.8333333333,11.2666666667,35.7,22.0,14.0,6
45,0.2951286,0.2463857,0.3020714,0.277,92.0885714286,19.7314285714,28.25,9.55,33.9,22.4,108.7,2
46,0.3191429,0.1862857,0.2737,0.2470286,94.44,17.7914285714,27.6,10.1666666667,33.2,21.8,85.6,13
47,0.3405571,0.2662571,0.3427286,0.3283857,94.3028571429,18.6385714286,27.0,9.0,32.3,22.5,205.3,10
48,0.1504714,0.1515714,0.1926,0.1557286,89.55,18.7442857143,27.9,9.03333333333,34.9,22.9,115.1,5
49,0.4470833,0.3015143,0.3405714,0.4276,96.7957142857,19.4257142857,28.4,8.8,33.7,23.2,10.9,2
50,0.3785,0.3020333,0.3492286,0.4147857,95.8757142857,19.1114285714,,,33.8,,,0
51,0.32782,0.26192,0.3814667,0.35295,95.0785714286,18.3585714286,,,32.9,23.5,,1
1,0.2201167,0.1589571,0.1905714,0.1324,95.9271428571,18.1442857143,26.6,7.95,31.9,21.5,133.4,0
2,0.1732857,0.2069333,0.1343,0.2379571,96.2385714286,17.9628571429,26.825,7.725,31.7,22.9,61.5,14
3,0.2719,0.2938,0.2094143,0.2523,94.6471428571,17.9757142857,27.775,9.55,33.4,22.2,178.0,6
4,0.1936714,0.1394714,0.2619,0.3068571,96.9971428571,18.6885714286,27.7,9.12,33.6,22.0,149.9,10
5,0.1744143,0.1805,0.1590714,0.2003143,93.1357142857,18.4142857143,27.725,10.3,35.0,22.3,60.3,5
6,0.3175,0.4014857,0.3285429,0.4429286,87.53,17.3228571429,28.6,10.9,35.4,22.4,9.9,12
7,0.2858,0.2957,0.2570286,0.3195714,75.8042857143,15.6857142857,28.85,13.0333333333,36.7,21.4,61.3,9
8,0.2570143,0.1182333,0.1790857,0.2372286,72.4457142857,15.9185714286,28.74,13.36,36.2,21.2,0.0,5
9,0.1735,0.1996333,0.1745,0.1659167,78.5857142857,16.02,28.56,13.34,35.8,20.4,28.0,11
10,0.216,0.2136,0.1889143,0.2275286,94.3485714286,17.9114285714,27.3,9.9,33.0,21.9,205.3,2
11,0.3033167,0.2850333,0.2571429,0.2926143,96.5228571429,17.8814285714,28.0,10.1,33.1,21.7,138.0,6
12,0.21324,0.2231286,0.2643714,0.2218286,90.8585714286,17.47,27.0,10.65,33.9,21.7,252.7,7
13,0.2386714,0.2447429,0.2162286,0.2591857,93.5857142857,18.2142857143,28.25,9.6,34.6,21.5,66.1,6
14,0.2381,0.1912,0.2749571,0.2738,95.82,18.5942857143,27.2666666667,8.83333333333,34.0,22.6,94.3,5
15,0.1525167,0.1494857,0.2294143,0.1575571,95.5271428571,18.3285714286,27.85,8.85,34.4,21.3,60.4,9
16,0.1430857,0.2071571,0.1684571,0.2743143,94.7214285714,17.5514285714,27.4,9.5,33.5,22.1,97.1,5
17,0.2713714,0.1836571,0.203,0.3006,95.5257142857,18.1042857143,27.0333333333,7.76666666667,34.1,22.0,261.7,8
18,0.1947143,0.1541,0.2957143,0.1730857,93.47,17.5171428571,27.85,9.75,33.0,21.0,118.2,3
19,0.1582571,0.1622857,0.1830714,0.2322714,95.0371428571,17.6114285714,28.1,9.2,33.5,21.5,38.1,4
20,0.1701857,0.1714,0.162,0.2290714,91.8328571429,15.6485714286,28.1,8.7,32.5,19.0,191.4,11
21,0.3646143,0.2568286,0.3299,0.3496857,94.8528571429,17.7185714286,28.25,10.55,33.8,21.7,86.6,5
22,0.09005714,0.08222857,0.1110571,0.06474286,89.28,15.74,24.7,10.6333333333,32.8,17.5,61.8,8
23,0.2085,0.25695,0.2148833,0.2338571,91.72,16.7271428571,26.5,9.7,31.3,20.4,0.5,4
24,0.3420714,0.2853,0.3405571,0.3012286,91.4585714286,16.3885714286,26.6,9.65,32.6,20.7,12.9,3
25,0.1667,0.1207857,0.1729714,0.1659,94.0657142857,16.4228571429,25.9666666667,7.6,32.0,21.2,126.0,1
26,0.1534571,0.1744571,0.2022143,0.1292571,92.6714285714,16.6314285714,26.5666666667,8.63333333333,31.7,20.7,10.2,2
27,0.1814429,0.2692286,0.1934571,0.2099429,78.0742857143,13.8042857143,25.9,10.5666666667,32.0,19.6,,3
28,0.3217667,0.2734,0.2545,0.3513,83.3871428571,15.4157142857,26.75,10.375,32.7,19.9,54.1,4
29,0.3075571,0.3397,0.3642429,0.3648429,94.2471428571,16.3914285714,26.5333333333,7.83333333333,31.3,20.9,22.9,1
30,0.3589714,0.4017571,0.2960857,0.4225,84.1557142857,15.8457142857,27.35,10.1,33.2,20.7,11.9,8
31,0.4172286,0.3699286,0.3669714,0.4898714,82.5714285714,14.7185714286,24.25,9.75,34.0,16.4,55.9,5
32,0.2782429,0.2361286,0.2923,0.2669571,76.6185714286,14.3371428571,26.475,12.0,32.7,17.2,30.3,3
33,0.2666667,0.2719333,0.2438857,0.1964571,80.9357142857,15.5657142857,26.9,11.0,33.1,21.3,76.5,2
34,0.3393714,0.3569714,0.3291286,0.3687143,79.3342857143,15.7571428571,27.125,10.825,33.3,19.9,22.1,7
35,0.2787857,0.2463571,0.2349857,0.3737429,67.7571428571,14.7942857143,27.05,12.175,34.7,19.9,0.0,1
36,0.27955,0.2826857,0.3277143,0.3280571,92.6571428571,17.1828571429,26.3,7.9,34.0,20.9,37.1,6
37,0.2888167,0.2889571,0.2660714,0.3393,84.4128571429,16.65,26.9,10.625,32.9,21.4,150.9,7
38,0.3156571,0.3545,0.3326429,0.4172,86.7071428571,17.3671428571,27.2,10.8333333333,33.0,21.6,16.3,5
39,0.2309,0.2363429,0.2308857,0.3128,78.5642857143,16.8042857143,27.8333333333,11.7,34.1,21.1,34.0,2
40,0.3199714,0.2544167,0.3151,0.2934714,89.8442857143,17.84,28.4,12.65,35.5,21.6,107.9,6
41,0.3851857,0.4050714,0.3106286,0.4381286,80.45,17.01,28.4,10.6,34.2,21.8,145.1,11
42,0.2251286,0.1505143,0.1959857,0.2383857,86.7057142857,18.2657142857,29.0,12.3,35.2,21.9,4.1,6
43,0.4034714,0.3202286,0.4087,0.4229,94.7814285714,17.5428571429,26.9,9.36666666667,32.1,20.9,79.3,3
44,0.2657429,0.2856,0.2923143,0.2469143,95.5928571429,18.6728571429,27.0,9.36666666667,34.0,21.6,0.0,11
45,0.3334571,0.3242571,0.2469,0.3311286,84.85,17.9785714286,28.7,11.4333333333,34.8,22.5,22.1,11
46,0.1784286,0.12875,0.2167714,0.1853,93.5542857143,18.5485714286,27.675,10.85,33.5,21.6,111.3,5
47,0.2284714,0.1886571,0.2345571,0.1996714,96.2142857143,18.6128571429,26.62,7.86,33.3,21.8,80.0,4
48,0.16564,0.1793,0.1276,0.1819143,96.5228571429,18.9242857143,27.125,8.35,32.3,22.4,293.1,9
49,0.2993714,0.3367143,0.2615857,0.3498429,91.6542857143,18.6071428571,27.9,10.0,33.0,22.8,142.0,23
50,0.3138333,0.2335143,0.2426,0.2937429,86.7557142857,17.91,28.85,10.25,34.2,22.6,23.1,28
51,0.2698,0.2756857,0.2755143,0.2367143,96.0742857143,18.0342857143,27.625,9.0,32.9,22.4,261.3,26
52,0.1992,0.1947667,0.1711111,0.2308222,93.4685714286,17.9828571429,27.7,8.75,32.1,21.7,28.1,7
1,0.1914714,0.1554143,0.1760143,0.1872429,78.67,16.26,28.275,11.575,36.0,21.5,,29
2,0.4449333,0.27585,0.3569,0.4697286,95.28,16.6814285714,25.8,6.3,31.4,22.6,104.4,58
3,0.1882286,0.2208286,0.2332429,0.1699714,94.9685714286,18.8657142857,27.4333333333,9.46666666667,33.8,21.8,125.3,26
4,0.2779714,0.3249286,0.2219143,0.2956714,95.1257142857,17.84,,,31.3,21.9,46.3,38
5,0.35195,0.3705714,0.3138,0.4029714,93.0,18.6857142857,27.5666666667,8.9,32.2,22.8,121.2,35
6,0.2256429,0.17075,0.1981,0.1860714,78.1314285714,16.2842857143,27.8666666667,11.1,34.5,20.5,5.1,37
7,0.1739429,0.1989167,0.1684286,0.1734286,95.7071428571,18.5571428571,26.6,8.03333333333,31.7,22.1,9.2,20
8,0.24095,0.2236,0.1620429,0.1874429,92.37,17.13,28.0,10.8,33.4,22.0,115.3,29
9,0.3493143,0.2227286,0.2677286,0.3878714,96.9271428571,17.9471428571,26.85,8.35,32.5,22.5,127.6,25
10,0.1697429,0.1386667,0.1700571,0.2008429,88.9728571429,17.0642857143,27.18,8.88,33.3,21.9,119.6,23
11,0.1292429,0.1729571,0.1260286,0.1506571,89.2685714286,17.5057142857,26.25,7.8,33.2,22.2,64.4,9
12,0.2383333,0.2327286,0.1239429,0.2000714,93.4514285714,16.9971428571,,,31.7,22.0,100.9,3
13,0.3366,0.3042143,0.3229,0.3773143,94.0742857143,17.5071428571,26.9,8.26666666667,31.7,22.6,282.7,6
14,0.2700833,0.1902714,0.1906571,0.2151571,90.9571428571,17.4214285714,27.8666666667,9.0,33.4,22.5,21.1,6
15,0.2843571,0.3536714,0.3217857,0.3028286,95.1571428571,18.3157142857,28.3,9.0,32.8,21.0,53.1,3
16,0.3026143,0.2446714,0.2963143,0.3287571,92.1242857143,17.5042857143,26.8,8.1,33.6,21.7,61.0,1
17,0.2706,0.3713143,0.3442286,0.2830714,97.9714285714,17.9642857143,26.65,7.7,33.0,21.6,85.9,3
18,0.06172857,0.1339,0.09471429,0.1178429,93.6628571429,18.3985714286,27.8666666667,8.0,32.5,22.7,31.2,1
19,0.1361571,0.1631571,0.1391571,0.1345571,93.1585714286,16.18,26.6,8.96666666667,32.4,20.6,18.0,1
20,0.1963857,0.29632,0.2641571,0.2255857,91.5042857143,14.78,26.1666666667,7.9,31.0,18.0,6.1,0
21,0.2210167,0.2353167,0.1804429,0.1994714,96.6214285714,17.1442857143,26.35,8.85,31.5,21.4,58.2,2
22,0.12245,0.1571,0.086,0.1033143,96.0257142857,17.52,27.2,9.2,32.3,21.7,76.1,1
23,0.1951857,0.1577143,0.1844286,0.1336143,93.9828571429,16.7114285714,26.9,7.55,31.1,20.4,13.6,1
24,0.2937429,0.2643667,0.2466286,0.2919571,88.81,15.3757142857,,,,17.8,6.4,0
25,0.2240286,0.1754714,0.2656571,0.2452143,95.86,17.4471428571,,,,21.0,79.8,0
26,0.1970429,0.2779833,0.2139429,0.2656143,93.7957142857,16.7128571429,,,,18.0,93.5,1
27,0.3048286,0.2336714,0.2489143,0.2558143,86.5242857143,15.2857142857,,,,20.8,1.3,0
28,0.15385,0.1495857,0.3294429,0.1328857,85.6557142857,15.08,,,,21.0,0.0,3
29,0.2323857,0.2139571,0.2203,0.1984286,93.0557142857,16.1428571429,,,,21.0,44.2,3
30,0.3270167,0.2091167,0.2837667,0.30955,92.7771428571,16.5828571429,26.6,9.775,32.4,20.8,18.1,1
31,0.3548,0.34655,0.2674167,0.3921167,92.0485714286,16.8728571429,26.68,11.24,33.4,20.6,36.4,5
32,0.2002,0.2513857,0.2113429,0.1997286,91.0928571429,17.0571428571,27.4,12.1,34.2,18.5,18.1,2
33,0.4303714,0.4330143,0.4369143,0.4657286,90.7271428571,16.8471428571,27.9,11.225,34.8,19.8,11.0,5
34,0.2833,0.3044714,0.2744571,0.3805,78.2771428571,15.9985714286,28.0,14.075,38.6,19.2,7.9,5
35,0.3181857,0.3197667,0.3081714,0.3236,84.4914285714,16.6528571429,27.8333333333,12.5333333333,35.1,20.4,44.0,5
36,0.3398,0.3691,0.2888,0.3092333,83.05,16.4657142857,27.35,13.225,36.2,20.4,8.1,9
37,0.2319,0.27625,0.2612,0.2327833,92.6528571429,17.03,27.9666666667,12.5833333333,36.2,20.8,16.5,17
38,0.2168,0.2773333,0.2089333,0.3362667,88.5257142857,16.8185714286,27.8,11.6,35.6,20.7,50.1,19
39,0.41495,0.3634286,0.3224,0.4006857,90.1814285714,17.0471428571,27.75,12.45,37.0,20.8,26.9,25
40,0.3930857,0.3782714,0.3437,0.4048429,79.5028571429,16.3314285714,,,36.0,19.6,1.0,45
41,0.1605571,0.1638714,0.1949333,0.2061143,78.4542857143,17.0185714286,30.0333333333,13.9666666667,37.0,21.5,57.7,34
42,0.2882,0.2278571,0.2807571,0.3579714,88.8571428571,17.5271428571,26.45,9.1,34.7,21.0,24.9,63
43,0.3291571,0.2279,0.2733429,0.2568429,93.8542857143,18.3885714286,27.3333333333,10.0666666667,35.5,21.5,24.2,44
44,0.1617429,0.1962,0.1982714,0.2196143,92.6085714286,18.4842857143,27.4,11.35,35.0,21.2,0.0,50
45,0.5010286,0.445,0.4276857,0.5457286,95.29,19.2528571429,27.82,12.1,35.6,21.2,109.0,35
46,0.3042857,0.2946429,0.3062714,0.4003857,88.3285714286,17.6257142857,28.3,12.8666666667,36.0,20.5,42.6,16
47,0.1930571,0.1965286,0.1762571,0.1830571,94.1414285714,19.6171428571,27.9666666667,12.1,34.5,21.7,10.6,16
48,0.2510143,0.2883143,0.2537,0.3213,95.26,19.3885714286,26.1,8.35,33.5,21.0,59.0,13
49,0.1643667,0.19635,0.1731333,0.1549167,94.64,18.7785714286,26.96,10.64,33.7,21.0,80.0,9
50,0.2894167,0.34778,0.2748286,0.2580857,88.5514285714,17.7842857143,27.8,11.175,35.0,21.2,17.2,15
51,0.1783857,0.2191714,0.2497286,0.1923,91.7771428571,18.5728571429,27.825,12.15,35.0,20.5,51.0,4
52,0.2634125,0.219875,0.2000875,0.226625,81.8685714286,17.2485714286,28.08,12.02,35.4,21.2,0.5,0
1,0.1512857,0.1616857,0.1532714,0.1194429,,,,,,,,1
2,0.2299167,0.12234,0.2611667,0.22305,95.2228571429,18.4614285714,27.2666666667,11.1,34.8,21.1,86.1,10
3,0.1884857,0.1881857,0.2039143,0.2775,98.61,17.9957142857,27.18,10.24,33.3,21.1,72.8,11
4,0.1884571,0.1993143,0.2027,0.2139286,92.4671428571,16.6414285714,27.5666666667,10.7,34.0,21.8,11.2,29
5,0.1667333,0.1737333,0.1904333,0.1617167,94.9285714286,18.13,27.65,11.65,33.9,21.1,67.8,35
6,0.2799143,0.2402857,0.1957286,0.3076571,97.0071428571,18.4842857143,27.4666666667,12.3333333333,35.0,21.0,44.1,30
7,0.1702714,0.1511143,0.1404714,0.1429714,94.2342857143,17.7657142857,28.1,12.3333333333,35.0,21.2,14.0,20
8,0.1887857,0.1594571,0.1568714,0.2029857,92.9057142857,17.8528571429,27.7,12.54,35.0,20.5,111.4,21
9,0.28236,0.3051167,0.2940833,0.3160167,95.1214285714,18.1285714286,26.58,10.52,33.2,20.5,84.1,12
10,0.3620714,0.3367,0.3453,0.3792857,94.3785714286,18.3542857143,28.4,11.45,35.0,21.0,49.1,9
11,0.2034286,0.1784429,0.2259714,0.2018714,98.1342857143,18.3528571429,27.3,11.8,33.8,21.0,0.0,11
12,0.1578833,0.1921,0.2137286,0.2013857,95.7085714286,18.1057142857,27.8,10.5,33.7,21.0,14.3,9
13,0.2235857,0.2591333,0.2632857,0.3057857,94.9028571429,17.78,28.5,11.5,34.4,21.5,45.0,5
14,0.08905714,0.05895,0.08927143,0.09934286,96.3957142857,18.1757142857,27.95,10.9,34.2,21.7,19.0,11
